eei_id,exon1,exon2,p_value,chi2_statistic,odds_ratio,cachexic_with_eei,cachexic_without_eei,control_with_eei,control_without_eei,total_samples,corrected_p,significant
ENSMUSE00001257880_ENSMUSE00000283464,ENSMUSE00001257880,ENSMUSE00000283464,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001257880_ENSMUSE00000283442,ENSMUSE00001257880,ENSMUSE00000283442,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001257880_ENSMUSE00000283406,ENSMUSE00001257880,ENSMUSE00000283406,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001257880_ENSMUSE00000283371,ENSMUSE00001257880,ENSMUSE00000283371,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001299390_ENSMUSE00000974847,ENSMUSE00001299390,ENSMUSE00000974847,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001299390_ENSMUSE00001032655,ENSMUSE00001299390,ENSMUSE00001032655,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001276048_ENSMUSE00000974847,ENSMUSE00001276048,ENSMUSE00000974847,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001276048_ENSMUSE00001032655,ENSMUSE00001276048,ENSMUSE00001032655,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00000241961_ENSMUSE00000974847,ENSMUSE00000241961,ENSMUSE00000974847,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00000241961_ENSMUSE00001032655,ENSMUSE00000241961,ENSMUSE00001032655,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00000146636_ENSMUSE00001374473,ENSMUSE00000146636,ENSMUSE00001374473,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00000146636_ENSMUSE00000595156,ENSMUSE00000146636,ENSMUSE00000595156,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00000215092_ENSMUSE00000516080,ENSMUSE00000215092,ENSMUSE00000516080,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00000215092_ENSMUSE00000117096,ENSMUSE00000215092,ENSMUSE00000117096,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001307936_ENSMUSE00001236074,ENSMUSE00001307936,ENSMUSE00001236074,0.03353536281904915,4.518237433862434,12.0,6,3,2,12,23,0.7784525510194641,False
ENSMUSE00001307936_ENSMUSE00001240947,ENSMUSE00001307936,ENSMUSE00001240947,0.03353536281904915,4.518237433862434,12.0,6,3,2,12,23,0.7784525510194641,False
ENSMUSE00001307936_ENSMUSE00001229274,ENSMUSE00001307936,ENSMUSE00001229274,0.03353536281904915,4.518237433862434,12.0,6,3,2,12,23,0.7784525510194641,False
ENSMUSE00001298642_ENSMUSE00001236074,ENSMUSE00001298642,ENSMUSE00001236074,0.03353536281904915,4.518237433862434,12.0,6,3,2,12,23,0.7784525510194641,False
ENSMUSE00001298642_ENSMUSE00001240947,ENSMUSE00001298642,ENSMUSE00001240947,0.03353536281904915,4.518237433862434,12.0,6,3,2,12,23,0.7784525510194641,False
ENSMUSE00001298642_ENSMUSE00001229274,ENSMUSE00001298642,ENSMUSE00001229274,0.03353536281904915,4.518237433862434,12.0,6,3,2,12,23,0.7784525510194641,False
ENSMUSE00001034981_ENSMUSE00001312362,ENSMUSE00001034981,ENSMUSE00001312362,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001034981_ENSMUSE00001283143,ENSMUSE00001034981,ENSMUSE00001283143,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001034981_ENSMUSE00001288962,ENSMUSE00001034981,ENSMUSE00001288962,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001272116_ENSMUSE00001312362,ENSMUSE00001272116,ENSMUSE00001312362,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001272116_ENSMUSE00001283143,ENSMUSE00001272116,ENSMUSE00001283143,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001272116_ENSMUSE00001288962,ENSMUSE00001272116,ENSMUSE00001288962,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001237609_ENSMUSE00001312362,ENSMUSE00001237609,ENSMUSE00001312362,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001237609_ENSMUSE00000681778,ENSMUSE00001237609,ENSMUSE00000681778,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001266165_ENSMUSE00001312362,ENSMUSE00001266165,ENSMUSE00001312362,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001266165_ENSMUSE00000681778,ENSMUSE00001266165,ENSMUSE00000681778,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001262032_ENSMUSE00001312362,ENSMUSE00001262032,ENSMUSE00001312362,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001262032_ENSMUSE00000681778,ENSMUSE00001262032,ENSMUSE00000681778,0.025775040315707782,4.97104700854701,12.833333333333334,7,2,3,11,23,0.7784525510194641,False
ENSMUSE00001283239_ENSMUSE00000270745,ENSMUSE00001283239,ENSMUSE00000270745,0.036256938876359016,4.384978991596638,16.25,5,4,1,13,23,0.7784525510194641,False
ENSMUSE00001283239_ENSMUSE00000218916,ENSMUSE00001283239,ENSMUSE00000218916,0.036256938876359016,4.384978991596638,16.25,5,4,1,13,23,0.7784525510194641,False
ENSMUSE00001231210_ENSMUSE00000270745,ENSMUSE00001231210,ENSMUSE00000270745,0.036256938876359016,4.384978991596638,16.25,5,4,1,13,23,0.7784525510194641,False
ENSMUSE00001231210_ENSMUSE00000218916,ENSMUSE00001231210,ENSMUSE00000218916,0.036256938876359016,4.384978991596638,16.25,5,4,1,13,23,0.7784525510194641,False
